iid,name,county.x,street_str_addr1,street_city,street_state,street_zip,street_zip4,attending_district_institutional_id,district,school,x2017_18_total_enrollment,x2018_19_total_enrollment,x2018_19_american_indian_alaska_native,x2018_19_percent_american_indian_alaska_native,x2018_19_asian,x2018_19_percent_asian,x2018_19_native_hawaiian_pacific_islander,x2018_19_percent_native_hawaiian_pacific_islander,x2018_19_black_african_american,x2018_19_percent_black_african_american,x2018_19_hispanic_latino,x2018_19_percent_hispanic_latino,x2018_19_white,x2018_19_percent_white,x2018_19_multiracial,x2018_19_percent_multiracial,address,lon,lat,county.y,district_id,district_name,institution_name,institution_type,student_group_type,student_group,approaches_to_learning_self_regulation_score,approaches_to_learning_interpersonal_skills_score,approaches_to_learning_total_score_score,approaches_to_learning_n,math_avg_number_correct_score,math_n,literacy_uppercase_letter_names_number_correct_score,literacy_uppercase_letter_names_number_correct_n,literacy_lowercase_letter_names_number_correct_score,literacy_lowercase_letter_names_number_correct_n,literacy_letter_sounds_number_correct_score,literacy_letter_sounds_number_correct_n
79,View Acres Elementary School,Clackamas,4828 SE View Acres Rd,Milwaukie,OR,97267,3019,1924,North Clackamas SD 12,View Acres Elementary School,442,441,,0,9,0.02041,1,0.00227,5,0.01134,45,0.10204,343,0.77778,38,0.08617,4828 SE View Acres Rd Milwaukie OR 97267,-122.613209,45.4174536,Clackamas,1924,North Clackamas SD 12,View Acres Elementary School,School,Total Population,Total Population,3.9,4.1,3.9,75,11.7,73,15.9,74,12.9,74,7.5,74
84,Rowe Middle School,Clackamas,3606 SE Lake Rd,Milwaukie,OR,97222,6999,1924,North Clackamas SD 12,Rowe Middle School,782,791,5,0.00632,14,0.0177,12,0.01517,25,0.03161,238,0.30088,439,0.55499,58,0.07332,3606 SE Lake Rd Milwaukie OR 97222,-122.6263493,45.4331046,,,,,,,,,,,,,,,,,,,
85,Clackamas High School,Clackamas,14486 SE 122nd Ave,Clackamas,OR,97015,8269,1924,North Clackamas SD 12,Clackamas High School,2541,2564,8,0.00312,435,0.16966,14,0.00546,50,0.0195,313,0.12207,1541,0.60101,203,0.07917,14486 SE 122nd Ave Clackamas OR 97015,-122.5348669,45.4182825,,,,,,,,,,,,,,,,,,,
86,Milwaukie High School,Clackamas,2301 SE Willard St.,Milwaukie,OR,97222,7795,1924,North Clackamas SD 12,Milwaukie High School,931,828,4,0.00483,13,0.0157,13,0.0157,32,0.03865,274,0.33092,430,0.51932,62,0.07488,2301 SE Willard St. Milwaukie OR 97222,-122.637395,45.4410599,,,,,,,,,,,,,,,,,,,
87,Putnam High School,Clackamas,4950 SE Roethe Rd,Milwaukie,OR,97267,5798,1924,North Clackamas SD 12,Putnam High School,1144,1173,6,0.00512,30,0.02558,5,0.00426,14,0.01194,249,0.21228,786,0.67008,83,0.07076,4950 SE Roethe Rd Milwaukie OR 97267,-122.6103068,45.4004068,,,,,,,,,,,,,,,,,,,
88,Welches Elementary School,Clackamas,24901 E Salmon River Rd,Welches,OR,97067,0,1926,Oregon Trail SD 46,Welches Elementary School,209,219,1,0.00457,2,0.00913,,0,1,0.00457,34,0.15525,173,0.78995,8,0.03653,24901 E Salmon River Rd Welches OR 97067,-121.9487035,45.3435041,Clackamas,1926,Oregon Trail SD 46,Welches Elementary School,School,Total Population,Total Population,3.5,3.8,3.6,28,12.1,28,19.5,28,15.2,28,12.4,28
90,Deep Creek – Damascus K-8 School,Multnomah,14151 SE 242nd,Damascus,OR,97089,7341,2183,Gresham-Barlow SD 10J,Deep Creek – Damascus K-8 School,426,429,1,0.00233,14,0.03263,,0,,0,35,0.08159,355,0.82751,24,0.05594,14151 SE 242nd Damascus OR 97089,-122.4143491,45.4205551,Multnomah,2183,Gresham-Barlow SD 10J,Deep Creek – Damascus K-8 School,School,Total Population,Total Population,3.3,3.5,3.4,50,13.2,50,15,50,12.4,50,9.8,50
92,Carus School,Clackamas,14412 S Carus Rd,Oregon City,OR,97045,9535,1929,Canby SD 86,Carus School,473,474,5,0.01055,1,0.00211,1,0.00211,2,0.00422,77,0.16245,365,0.77004,23,0.04852,14412 S Carus Rd Oregon City OR 97045,-122.571908,45.270742,Clackamas,1929,Canby SD 86,Carus School,School,Total Population,Total Population,3.6,3.8,3.7,60,11.7,57,11.3,57,8.8,57,5.5,57
93,Clarkes Elementary School,Clackamas,19100 S Windy City Rd,Mulino,OR,97042,9742,1925,Molalla River SD 35,Clarkes Elementary School,166,172,1,0.00581,,0,,0,,0,6,0.03488,161,0.93605,4,0.02326,19100 S Windy City Rd Mulino OR 97042,-122.474111,45.214689,Clackamas,1925,Molalla River SD 35,Clarkes Elementary School,School,Total Population,Total Population,3,3.4,3.1,33,10.4,33,14.2,32,11.3,32,6.3,32
94,Molalla Elementary School,Clackamas,910 Toliver Rd,Molalla,OR,97038,0,1925,Molalla River SD 35,Molalla Elementary School,427,432,,0,,0,,0,2,0.00463,159,0.36806,260,0.60185,11,0.02546,910 Toliver Rd Molalla OR 97038,-122.59468,45.153543,Clackamas,1925,Molalla River SD 35,Molalla Elementary School,School,Total Population,Total Population,3.6,4,3.7,66,9.5,66,9.6,66,8.1,66,4.4,66
95,Molalla River Middle School,Clackamas,318 Leroy,Molalla,OR,97038,0,1925,Molalla River SD 35,Molalla River Middle School,534,539,1,0.0018600000000000001,2,0.00371,1,0.0018600000000000001,1,0.0018600000000000001,110,0.20408,396,0.73469,28,0.05195,318 Leroy Molalla OR 97038,-122.590175,45.1518134,,,,,,,,,,,,,,,,,,,
96,Naas Elementary School,Clackamas,12240 SE School Ave,Boring,OR,97009,0,1926,Oregon Trail SD 46,Naas Elementary School,393,391,1,0.00256,,0,2,0.00512,2,0.00512,81,0.20716,287,0.73402,18,0.04604,12240 SE School Ave Boring OR 97009,-122.3784464,45.4343595,Clackamas,1926,Oregon Trail SD 46,Naas Elementary School,School,Total Population,Total Population,3.8,3.9,3.8,62,12.2,62,13.2,62,11,62,6.6,62
97,Boring Middle School,Clackamas,27801 SE Dee St,Boring,OR,97009,0,1926,Oregon Trail SD 46,Boring Middle School,411,444,3,0.00676,6,0.01351,2,0.0045,,0,63,0.14189,345,0.77703,25,0.05631,27801 SE Dee St Boring OR 97009,-122.3773685,45.4321225,,,,,,,,,,,,,,,,,,,
99,Kelso Elementary School,Clackamas,34651 SE Kelso Rd,Boring,OR,97009,0,1926,Oregon Trail SD 46,Kelso Elementary School,355,349,,0,2,0.00573,1,0.00287,,0,34,0.09742,296,0.84814,16,0.04585,34651 SE Kelso Rd Boring OR 97009,-122.3069051,45.4205101,Clackamas,1926,Oregon Trail SD 46,Kelso Elementary School,School,Total Population,Total Population,3.3,3.7,3.4,61,12.2,62,18.3,62,15.5,62,13.1,62
100,Sandy Grade School,Clackamas,38955 Pleasant St,Sandy,OR,97055,0,1926,Oregon Trail SD 46,Sandy Grade School,354,362,3,0.00829,3,0.00829,3,0.00829,1,0.00276,45,0.12431,285,0.78729,22,0.06077,38955 Pleasant St Sandy OR 97055,-122.2627033,45.3986989,Clackamas,1926,Oregon Trail SD 46,Sandy Grade School,School,Total Population,Total Population,3.5,3.8,3.6,57,12.4,56,14.9,56,13.1,56,9.1,56
101,Firwood Elementary School,Clackamas,42900 SE Trubel Rd,Sandy,OR,97055,0,1926,Oregon Trail SD 46,Firwood Elementary School,433,418,2,0.00478,4,0.00957,,0,2,0.00478,65,0.1555,329,0.78708,16,0.03828,42900 SE Trubel Rd Sandy OR 97055,-122.2220076,45.372907,Clackamas,1926,Oregon Trail SD 46,Firwood Elementary School,School,Total Population,Total Population,3.6,3.9,3.7,87,11.9,84,14.8,83,12.6,83,10.4,83
102,Cedar Ridge Middle School,Clackamas,17100 Bluff Rd,Sandy,OR,97055,9561,1926,Oregon Trail SD 46,Cedar Ridge Middle School,390,420,,0,5,0.0119,5,0.0119,1,0.00238,67,0.15952,329,0.78333,13,0.03095,17100 Bluff Rd Sandy OR 97055,-122.2694281,45.3999684,,,,,,,,,,,,,,,,,,,
103,Colton Elementary School,Clackamas,30439 S Grays Hill Rd,Colton,OR,97017,9796,1927,Colton SD 53,Colton Elementary School,274,274,1,0.00365,,0,1,0.00365,,0,14,0.051090000000000003,248,0.90511,10,0.0365,30439 S Grays Hill Rd Colton OR 97017,-122.4147063,45.1656077,Clackamas,1927,Colton SD 53,Colton Elementary School,School,Total Population,Total Population,4,4.4,4.1,46,11.2,45,13.6,42,10.8,42,7.4,41
104,Colton High School,Clackamas,30205 S Wall St,Colton,OR,97017,9795,1927,Colton SD 53,Colton High School,193,194,,0,2,0.01031,,0,1,0.00515,15,0.07732,164,0.84536,12,0.06186,30205 S Wall St Colton OR 97017,-122.4382498,45.1703999,,,,,,,,,,,,,,,,,,,
105,Beavercreek Elementary School,Clackamas,21944 S Yeoman Rd,Beavercreek,OR,97004,9698,1928,Oregon City SD 62,Beavercreek Elementary School,548,528,2,0.00379,7,0.01326,,0,3,0.00568,43,0.08144,430,0.81439,43,0.08144,21944 S Yeoman Rd Beavercreek OR 97004,-122.5165542,45.2886484,Clackamas,1928,Oregon City SD 62,Beavercreek Elementary School,School,Total Population,Total Population,4,4.1,4.1,70,12,70,17.2,70,13.7,70,9.6,69
106,Candy Lane Elementary School,Clackamas,5901 SE Hull St,Milwaukie,OR,97267,6599,1928,Oregon City SD 62,Candy Lane Elementary School,268,201,8,0.0398,4,0.0199,2,0.00995,3,0.01493,102,0.50746,74,0.36816,8,0.0398,5901 SE Hull St Milwaukie OR 97267,-122.6027057,45.3932593,,,,,,,,,,,,,,,,,,,
107,Holcomb Elementary School,Clackamas,14625 S Holcomb Blvd,Oregon City,OR,97045,1399,1928,Oregon City SD 62,Holcomb Elementary School,507,586,2,0.00341,1,0.00171,9,0.01536,10,0.01706,58,0.09898,471,0.80375,35,0.05973,14625 S Holcomb Blvd Oregon City OR 97045,-122.5586156,45.3704331,Clackamas,1928,Oregon City SD 62,Holcomb Elementary School,School,Total Population,Total Population,3.2,3.4,3.2,109,11.7,109,15.2,110,12.5,110,8.9,109
109,Gaffney Lane Elementary School,Clackamas,13521 S Gaffney Ln,Oregon City,OR,97045,7999,1928,Oregon City SD 62,Gaffney Lane Elementary School,542,537,1,0.0018600000000000001,6,0.01117,1,0.0018600000000000001,4,0.00745,81,0.15084,415,0.77281,29,0.054,13521 S Gaffney Ln Oregon City OR 97045,-122.590862,45.325514,Clackamas,1928,Oregon City SD 62,Gaffney Lane Elementary School,School,Total Population,Total Population,2.8,3,2.9,79,11.1,79,15.2,78,12.1,78,7.6,78
110,Jennings Lodge Elementary School,Clackamas,18521 SE River Rd,Milwaukie,OR,97267,6497,1928,Oregon City SD 62,Jennings Lodge Elementary School,274,239,1,0.00418,2,0.00837,,0,5,0.02092,108,0.45188,115,0.48117,8,0.03347,18521 SE River Rd Milwaukie OR 97267,-122.6160506,45.3886224,Clackamas,1928,Oregon City SD 62,Jennings Lodge Elementary School,School,Total Population,Total Population,3.6,3.7,3.6,95,10.2,97,13.9,97,11.6,97,8.1,97
114,John McLoughlin Elementary School,Clackamas,19230 S End Rd,Oregon City,OR,97045,9753,1928,Oregon City SD 62,John McLoughlin Elementary School,617,633,2,0.00316,13,0.02054,1,0.00158,4,0.00632,47,0.07425,525,0.82938,41,0.06477,19230 S End Rd Oregon City OR 97045,-122.6292193,45.3279572,Clackamas,1928,Oregon City SD 62,John McLoughlin Elementary School,School,Total Population,Total Population,3.7,3.9,3.8,108,12.4,106,18.3,107,15.2,107,10.9,107
115,Gardiner Middle School,Clackamas,180 Ethel St,Oregon City,OR,97045,3695,1928,Oregon City SD 62,Gardiner Middle School,792,851,5,0.00588,14,0.01645,1,0.00118,5,0.00588,162,0.19036,601,0.70623,63,0.07403,180 Ethel St Oregon City OR 97045,-122.601025,45.3394321,,,,,,,,,,,,,,,,,,,
116,Ogden Middle School,Clackamas,14133 S Donovan Rd,Oregon City,OR,97045,9089,1928,Oregon City SD 62,Ogden Middle School,860,883,3,0.0034,8,0.00906,8,0.00906,5,0.00566,91,0.10306,705,0.79841,63,0.07135,14133 S Donovan Rd Oregon City OR 97045,-122.5760902,45.3559986,,,,,,,,,,,,,,,,,,,
118,Oregon City Senior High School,Clackamas,19761 S Beavercreek Rd,Oregon City,OR,97045,9599,1928,Oregon City SD 62,Oregon City Senior High School,2041,1984,12,0.00605,36,0.01815,8,0.00403,16,0.00806,291,0.14667,1500,0.75605,121,0.06099,19761 S Beavercreek Rd Oregon City OR 97045,-122.5608224,45.3202735,,,,,,,,,,,,,,,,,,,
119,Butte Creek Elementary School,Marion,37569 S Hwy 213,Mt Angel,OR,97362,9601,2138,Silver Falls SD 4J,Butte Creek Elementary School,310,291,,0,1,0.00344,1,0.00344,,0,57,0.19588,225,0.7732,7,0.02405,37569 S Hwy 213 Mt Angel OR 97362,-122.6994538,45.0634508,Marion,2138,Silver Falls SD 4J,Butte Creek Elementary School,School,Total Population,Total Population,3.5,3.5,3.5,24,11.6,24,11.8,24,10.6,24,7.6,24
121,Mulino Elementary School,Clackamas,26660 S Hwy 213,Mulino,OR,97042,0,1925,Molalla River SD 35,Mulino Elementary School,292,293,5,0.01706,1,0.00341,2,0.00683,1,0.00341,30,0.10239,242,0.82594,12,0.04096,26660 S Hwy 213 Mulino OR 97042,-122.580954,45.220664,Clackamas,1925,Molalla River SD 35,Mulino Elementary School,School,Total Population,Total Population,3.3,3.4,3.3,47,10.6,47,11.7,47,8.3,47,2.9,47
122,William Knight Elementary School,Clackamas,501 N Grant St,Canby,OR,97013,3612,1929,Canby SD 86,William Knight Elementary School,353,360,1,0.00278,4,0.01111,1,0.00278,,0,95,0.26389,246,0.68333,13,0.03611,501 N Grant St Canby OR 97013,-122.6980297,45.2650091,Clackamas,1929,Canby SD 86,William Knight Elementary School,School,Total Population,Total Population,3.4,3.9,3.6,49,10.9,46,11.2,48,9.2,48,4.7,48
124,Howard Eccles Elementary School,Clackamas,562 NW 5th Ave,Canby,OR,97013,3599,1929,Canby SD 86,Howard Eccles Elementary School,441,456,1,0.00219,4,0.00877,2,0.00439,3,0.00658,83,0.18202,347,0.76096,16,0.03509,562 NW 5th Ave Canby OR 97013,-122.7022537,45.2645878,Clackamas,1929,Canby SD 86,Howard Eccles Elementary School,School,Total Population,Total Population,3.6,3.9,3.7,64,12.7,62,17.6,62,15.4,62,10.5,62
127,Ninety-One School,Clackamas,5811 S Whiskey Hill Rd,Hubbard,OR,97032,9407,1929,Canby SD 86,Ninety-One School,495,483,2,0.00414,2,0.00414,,0,,0,67,0.13872,396,0.81988,16,0.03313,5811 S Whiskey Hill Rd Hubbard OR 97032,-122.7456821,45.177347,Clackamas,1929,Canby SD 86,Ninety-One School,School,Total Population,Total Population,3.2,3.4,3.2,50,11.2,49,14.6,49,12.2,49,7.4,49
128,Rural Dell Elementary School,Clackamas,10500 S Hwy 211,Molalla,OR,97038,9533,1925,Molalla River SD 35,Rural Dell Elementary School,246,252,3,0.0119,1,0.00397,1,0.00397,1,0.00397,40,0.15873,198,0.78571,8,0.03175,10500 S Hwy 211 Molalla OR 97038,-122.651972,45.148283,Clackamas,1925,Molalla River SD 35,Rural Dell Elementary School,School,Total Population,Total Population,3.2,3.6,3.4,49,11.3,48,11.5,48,8.8,48,4.3,48
131,Clackamas River Elementary School,Clackamas,301 NE 2nd Ave,Estacada,OR,97023,7501,1930,Estacada SD 108,Clackamas River Elementary School,402,409,,0,,0,,0,3,0.00733,35,0.08557,342,0.83619,29,0.0709,301 NE 2nd Ave Estacada OR 97023,-122.3325803,45.2913228,Clackamas,1930,Estacada SD 108,Clackamas River Elementary School,School,Total Population,Total Population,3.7,4,3.8,66,10.8,65,14.4,65,11.2,65,6.3,65
132,River Mill Elementary School,Clackamas,850 N Broadway St,Estacada,OR,97023,8582,1930,Estacada SD 108,River Mill Elementary School,361,401,4,0.00998,5,0.01247,,0,1,0.00249,77,0.19202,284,0.70823,30,0.07481,850 N Broadway St Estacada OR 97023,-122.3338392,45.2976181,Clackamas,1930,Estacada SD 108,River Mill Elementary School,School,Total Population,Total Population,3.4,3.6,3.5,85,10.3,84,13.6,84,10.8,84,6.1,84
134,Estacada Middle School,Clackamas,500 NE Main St,Estacada,OR,97023,9773,1930,Estacada SD 108,Estacada Middle School,365,392,1,0.00255,5,0.01276,,0,3,0.00765,62,0.15816,305,0.77806,16,0.04082,500 NE Main St Estacada OR 97023,-122.3331292,45.2934064,,,,,,,,,,,,,,,,,,,
135,Estacada High School,Clackamas,355 NE 6th Ave,Estacada,OR,97023,9333,1930,Estacada SD 108,Estacada High School,508,482,4,0.0083,4,0.0083,,0,,0,78,0.16183,377,0.78216,19,0.03942,355 NE 6th Ave Estacada OR 97023,-122.3315448,45.2955105,,,,,,,,,,,,,,,,,,,
136,John Wetten Elementary School,Clackamas,250 E Exeter,Gladstone,OR,97027,2196,1931,Gladstone SD 115,John Wetten Elementary School,778,735,3,0.00408,5,0.0068,6,0.00816,4,0.00544,112,0.15238,542,0.73741,63,0.08571,250 E Exeter Gladstone OR 97027,-122.5930708,45.3824149,,,,,,,,,,,,,,,,,,,
137,Walter L Kraxberger Middle School,Clackamas,17777 Webster Rd,Gladstone,OR,97027,1499,1931,Gladstone SD 115,Walter L Kraxberger Middle School,477,467,4,0.00857,8,0.01713,5,0.01071,7,0.01499,79,0.16916,334,0.7152,30,0.06424,17777 Webster Rd Gladstone OR 97027,-122.5855298,45.3943126,,,,,,,,,,,,,,,,,,,
138,Gladstone High School,Clackamas,18800 Portland Ave,Gladstone,OR,97027,1698,1931,Gladstone SD 115,Gladstone High School,659,658,6,0.00912,13,0.01976,3,0.00456,7,0.01064,96,0.1459,482,0.73252,51,0.07751,18800 Portland Ave Gladstone OR 97027,-122.5972334,45.3871672,,,,,,,,,,,,,,,,,,,
139,Redland Elementary School,Clackamas,18131 S Redland Rd,Oregon City,OR,97045,7899,1928,Oregon City SD 62,Redland Elementary School,549,543,4,0.00737,9,0.01657,,0,5,0.00921,44,0.08103,451,0.83057,30,0.05525,18131 S Redland Rd Oregon City OR 97045,-122.4925831,45.3458828,Clackamas,1928,Oregon City SD 62,Redland Elementary School,School,Total Population,Total Population,3.4,3.6,3.5,95,11,94,16.1,95,12.4,94,6.9,93
140,Canby High School,Clackamas,721 SW 4th Ave,Canby,OR,97013,3999,1929,Canby SD 86,Canby High School,1425,1402,6,0.00428,11,0.00785,3,0.00214,3,0.00214,422,0.301,891,0.63552,66,0.04708,721 SW 4th Ave Canby OR 97013,-122.6983631,45.2555453,,,,,,,,,,,,,,,,,,,
141,Sandy High School,Clackamas,37400 Bell St,Sandy,OR,97055,7868,1926,Oregon Trail SD 46,Sandy High School,1418,1397,23,0.01646,15,0.01074,8,0.00573,15,0.01074,199,0.14245,1057,0.75662,80,0.05727,37400 Bell St Sandy OR 97055,-122.276091,45.4026877,,,,,,,,,,,,,,,,,,,
142,Molalla High School,Clackamas,357 Francis St,Molalla,OR,97038,0,1925,Molalla River SD 35,Molalla High School,730,762,7,0.00919,9,0.01181,1,0.00131,,0,156,0.20472,552,0.72441,37,0.04856,357 Francis St Molalla OR 97038,-122.5690641,45.154097,,,,,,,,,,,,,,,,,,,
143,Astor Elementary School,Clatsop,3550 Franklin Ave,Astoria,OR,97103,2599,1933,Astoria SD 1,Astor Elementary School,426,425,3,0.00706,5,0.01176,,0,1,0.00235,79,0.18588,324,0.76235,13,0.03059,3550 Franklin Ave Astoria OR 97103,-123.8036653,46.191939,Clatsop,1933,Astoria SD 1,Astor Elementary School,School,Total Population,Total Population,3,3.2,3.1,129,12.2,123,16.8,123,14.6,123,10.9,123
144,Astoria Middle School,Clatsop,1100 Klaskanine Ave,Astoria,OR,97103,5300,1933,Astoria SD 1,Astoria Middle School,424,462,4,0.00866,6,0.01299,3,0.00649,1,0.00216,78,0.16883,350,0.75758,20,0.04329,1100 Klaskanine Ave Astoria OR 97103,-123.831098,46.178659,,,,,,,,,,,,,,,,,,,
146,Astoria Senior High School,Clatsop,1001 W Marine Dr,Astoria,OR,97103,5829,1933,Astoria SD 1,Astoria Senior High School,620,576,4,0.00694,9,0.01563,3,0.00521,,0,91,0.15799,443,0.7691,26,0.04514,1001 W Marine Dr Astoria OR 97103,-123.849523,46.176225,,,,,,,,,,,,,,,,,,,
147,Lewis & Clark Elementary School,Clatsop,92179 Lewis and Clark Rd,Astoria,OR,97103,8329,1933,Astoria SD 1,Lewis & Clark Elementary School,432,410,4,0.00976,5,0.0122,2,0.00488,3,0.00732,88,0.21463,295,0.71951,13,0.03171,92179 Lewis and Clark Rd Astoria OR 97103,-123.843423,46.147525,,,,,,,,,,,,,,,,,,,
150,Broadway Middle School,Clatsop,1120 Broadway St,Seaside,OR,97138,7899,1935,Seaside SD 10,Broadway Middle School,356,402,3,0.00746,5,0.01244,2,0.00498,3,0.00746,117,0.29104,259,0.64428,13,0.03234,1120 Broadway St Seaside OR 97138,-123.918924,45.9938232,,,,,,,,,,,,,,,,,,,
152,Seaside Heights Elementary School,Clatsop,2000 Spruce St,Seaside,OR,97138,7549,1935,Seaside SD 10,Seaside Heights Elementary School,458,449,4,0.00891,7,0.01559,2,0.00445,5,0.01114,159,0.35412,261,0.58129,11,0.0245,2000 Spruce St Seaside OR 97138,-123.9077343,45.9873131,Clatsop,1935,Seaside SD 10,Seaside Heights Elementary School,School,Total Population,Total Population,3.6,3.7,3.7,71,9.3,70,10.7,70,8.6,70,4.9,70
153,Gearhart Elementary School,Clatsop,1002 Pacific Way,Gearhart,OR,97138,4299,1935,Seaside SD 10,Gearhart Elementary School,294,298,1,0.00336,2,0.00671,1,0.00336,,0,54,0.18121,228,0.7651,12,0.04027,1002 Pacific Way Gearhart OR 97138,-123.914234,46.024388,Clatsop,1935,Seaside SD 10,Gearhart Elementary School,School,Total Population,Total Population,3.4,3.7,3.5,48,10.6,48,13.1,48,10.3,48,7,48
154,Seaside High School,Clatsop,1901 N Holladay Dr,Seaside,OR,97138,7299,1935,Seaside SD 10,Seaside High School,453,469,4,0.00853,6,0.01279,3,0.0064,1,0.00213,111,0.23667,334,0.71215,10,0.02132,1901 N Holladay Dr Seaside OR 97138,-123.9182592,46.0068395,,,,,,,,,,,,,,,,,,,
156,Warrenton Grade School,Clatsop,820 SW Cedar St,Warrenton,OR,97146,9799,1936,Warrenton-Hammond SD 30,Warrenton Grade School,738,758,8,0.01055,6,0.00792,2,0.00264,2,0.00264,90,0.11873,609,0.80343,41,0.05409,820 SW Cedar St Warrenton OR 97146,-123.9305754,46.1594624,Clatsop,1936,Warrenton-Hammond SD 30,Warrenton Grade School,School,Total Population,Total Population,3.5,3.7,3.6,75,11.2,78,16.4,78,12.9,78,8.8,78
157,Warrenton High School,Clatsop,1700 SE Main,Warrenton,OR,97146,9502,1936,Warrenton-Hammond SD 30,Warrenton High School,267,283,2,0.00707,6,0.0212,2,0.00707,,0,38,0.13428,224,0.79152,11,0.03887,1700 SE Main Warrenton OR 97146,-123.9275437,46.1555487,,,,,,,,,,,,,,,,,,,
158,Grant Watts Elementary School,Columbia,52000 SE Third Pl,Scappoose,OR,97056,3801,1944,Scappoose SD 1J,Grant Watts Elementary School,381,373,2,0.00536,1,0.00268,2,0.00536,1,0.00268,36,0.09651,292,0.78284,39,0.10456,52000 SE Third Pl Scappoose OR 97056,-122.8760443,45.7522933,Columbia,1944,Scappoose SD 1J,Grant Watts Elementary School,School,Total Population,Total Population,3.6,4,3.7,82,11.2,82,16.2,82,12.9,82,6.3,82
159,Otto Petersen Elementary School,Columbia,52050 SE 3rd St,Scappoose,OR,97056,,1944,Scappoose SD 1J,Otto Petersen Elementary School,470,493,6,0.01217,5,0.01014,3,0.00609,1,0.00203,48,0.09736,400,0.81136,30,0.06085,52050 SE 3rd St Scappoose OR 97056,-122.8749777,45.7506771,,,,,,,,,,,,,,,,,,,
160,Warren Elementary School,Columbia,34555 Berg Rd,Warren,OR,97053,9699,1944,Scappoose SD 1J,Warren Elementary School,187,188,,0,,0,1,0.00532,1,0.00532,11,0.05851,168,0.89362,7,0.03723,34555 Berg Rd Warren OR 97053,-122.8547338,45.8126274,Columbia,1944,Scappoose SD 1J,Warren Elementary School,School,Total Population,Total Population,4.3,4.5,4.3,44,12.2,44,16.4,44,13.3,44,6.9,44
161,Scappoose Middle School,Columbia,52265 Columbia River Hwy,Scappoose,OR,97056,3598,1944,Scappoose SD 1J,Scappoose Middle School,322,317,4,0.01262,9,0.02839,2,0.00631,1,0.00315,38,0.11987,255,0.80442,8,0.02524,52265 Columbia River Hwy Scappoose OR 97056,-122.8799467,45.7531825,,,,,,,,,,,,,,,,,,,
162,Scappoose High School,Columbia,33700 SE High School Way,Scappoose,OR,97056,3325,1944,Scappoose SD 1J,Scappoose High School,747,729,17,0.02332,15,0.02058,5,0.00686,8,0.01097,64,0.087790000000000007,591,0.8107,29,0.03978,33700 SE High School Way Scappoose OR 97056,-122.8759417,45.749186,,,,,,,,,,,,,,,,,,,
163,Clatskanie Elementary School,Columbia,815 S Nehalem St,Clatskanie,OR,97016,0,1945,Clatskanie SD 6J,Clatskanie Elementary School,364,381,4,0.0105,1,0.00262,1,0.00262,1,0.00262,32,0.08399,309,0.81102,33,0.08661,815 S Nehalem St Clatskanie OR 97016,-123.205769,46.098569,Columbia,1945,Clatskanie SD 6J,Clatskanie Elementary School,School,Total Population,Total Population,3.9,4.2,4,50,11.1,50,10.5,50,8.5,50,5.4,50
166,Hilda Lahti Elementary School,Clatsop,41535 Old Hwy 30,Astoria,OR,97103,8640,2262,Knappa SD 4,Hilda Lahti Elementary School,357,360,4,0.01111,3,0.00833,,0,1,0.00278,35,0.09722,306,0.85,11,0.03056,41535 Old Hwy 30 Astoria OR 97103,-123.7653274,46.1958356,Clatsop,2262,Knappa SD 4,Hilda Lahti Elementary School,School,Total Population,Total Population,3.6,3.5,3.6,36,10.2,36,10.1,36,7.2,36,4.8,36
168,Clatskanie Middle/High School,Columbia,471 SW Bel Air Dr,Clatskanie,OR,97016,0,1945,Clatskanie SD 6J,Clatskanie Middle/High School,354,344,7,0.02035,3,0.00872,1,0.00291,1,0.00291,38,0.11047,268,0.77907,26,0.07558,471 SW Bel Air Dr Clatskanie OR 97016,-123.2109494,46.100671,,,,,,,,,,,,,,,,,,,
169,Knappa High School,Clatsop,41535 Old Hwy 30,Astoria,OR,97103,8640,2262,Knappa SD 4,Knappa High School,136,139,3,0.02158,1,0.00719,2,0.01439,,0,16,0.11511,115,0.82734,2,0.01439,41535 Old Hwy 30 Astoria OR 97103,-123.7653274,46.1958356,,,,,,,,,,,,,,,,,,,
171,Hudson Park Elementary School,Columbia,28176 Old Rainier Rd,Rainier,OR,97048,3017,1946,Rainier SD 13,Hudson Park Elementary School,475,436,6,0.01376,1,0.00229,,0,7,0.01606,30,0.06881,365,0.83716,27,0.06193,28176 Old Rainier Rd Rainier OR 97048,-122.9890513,46.091273,Columbia,1946,Rainier SD 13,Hudson Park Elementary School,School,Total Population,Total Population,3.3,3.6,3.4,49,12.4,48,16.3,48,13.1,48,10.4,48
174,Rainier Jr/Sr High School,Columbia,28170 Old Rainier Rd,Rainier,OR,97048,3017,1946,Rainier SD 13,Rainier Jr/Sr High School,421,424,12,0.0283,2,0.00472,3,0.00708,2,0.00472,35,0.08255,351,0.82783,19,0.04481,28170 Old Rainier Rd Rainier OR 97048,-122.9851495,46.0905125,,,,,,,,,,,,,,,,,,,
176,Mist Elementary School,Columbia,69163 Hwy 47,Mist,OR,97016,7203,1947,Vernonia SD 47J,Mist Elementary School,18,21,1,0.04762,1,0.04762,,0,,0,1,0.04762,18,0.85714,,0,69163 Hwy 47 Mist OR 97016,-123.2523064,46.0002092,Columbia,1947,Vernonia SD 47J,Mist Elementary School,School,Total Population,Total Population,,,,,,,,,,,,
