iid,name,county.x,street_str_addr1,street_city,street_state,street_zip,street_zip4,attending_district_institutional_id,district,school,x2017_18_total_enrollment,x2018_19_total_enrollment,x2018_19_american_indian_alaska_native,x2018_19_percent_american_indian_alaska_native,x2018_19_asian,x2018_19_percent_asian,x2018_19_native_hawaiian_pacific_islander,x2018_19_percent_native_hawaiian_pacific_islander,x2018_19_black_african_american,x2018_19_percent_black_african_american,x2018_19_hispanic_latino,x2018_19_percent_hispanic_latino,x2018_19_white,x2018_19_percent_white,x2018_19_multiracial,x2018_19_percent_multiracial,address,lon,lat,county.y,district_id,district_name,institution_name,institution_type,student_group_type,student_group,approaches_to_learning_self_regulation_score,approaches_to_learning_interpersonal_skills_score,approaches_to_learning_total_score_score,approaches_to_learning_n,math_avg_number_correct_score,math_n,literacy_uppercase_letter_names_number_correct_score,literacy_uppercase_letter_names_number_correct_n,literacy_lowercase_letter_names_number_correct_score,literacy_lowercase_letter_names_number_correct_n,literacy_letter_sounds_number_correct_score,literacy_letter_sounds_number_correct_n
3455,Bolton Primary School,Clackamas,5933 Holmes St,West Linn,OR,97068,2773,1922,West Linn-Wilsonville SD 3J,Bolton Primary School,377,343,3,0.00875,15,0.04373,,0,3,0.00875,13,0.0379,291,0.8484,18,0.05248,5933 Holmes St West Linn OR 97068,-122.6189454,45.3699223,Clackamas,1922,West Linn-Wilsonville SD 3J,Bolton Primary School,School,Total Population,Total Population,3.4,3.9,3.5,44,12.1,44,15.8,44,13.2,44,10,44
3458,Big Muddy Elementary,Jefferson,1 Muddy Road,Antelope,OR,97001,,2053,Jefferson County SD 509J,Big Muddy Elementary,21,15,1,0.06667,,0,,0,1,0.06667,,0,12,0.8,1,0.06667,1 Muddy Road Antelope OR 97001,-120.5115219,44.8500932,Jefferson,2053,Jefferson County SD 509J,Big Muddy Elementary School,School,Total Population,Total Population,,,,,,,,,,,,
3461,Luckiamute Valley Charter School,Polk,12975 Kings Valley Hwy,Monmouth,OR,97361,9525,2190,Dallas SD 2,Luckiamute Valley Charter School,184,185,5,0.02703,,0,2,0.01081,1,0.00541,18,0.0973,144,0.77838,15,0.08108,12975 Kings Valley Hwy Monmouth OR 97361,-123.4465501,44.7452144,Polk,2190,Dallas SD 2,Luckiamute Valley Charter School,School,Total Population,Total Population,3.4,3.3,3.3,20,9.4,18,9.8,20,6.8,20,4.7,20
3463,West Salem High School,Polk,1776 Titan Way,Salem,OR,97304,1769,2142,Salem-Keizer SD 24J,West Salem High School,1810,1737,19,0.01094,39,0.02245,13,0.00748,28,0.01612,355,0.20438,1163,0.66955,120,0.06908,1776 Titan Way Salem OR 97304,-123.0844728,44.9591273,,,,,,,,,,,,,,,,,,,
3464,Ash Creek Elementary School,Polk,1360 N 16th St,Monmouth,OR,97361,9801,2191,Central SD 13J,Ash Creek Elementary School,559,545,2,0.00367,1,0.00183,,0,,0,271,0.49725,241,0.4422,30,0.05505,1360 N 16th St Monmouth OR 97361,-123.2126328,44.8617513,Polk,2191,Central SD 13J,Ash Creek Elementary School,School,Total Population,Total Population,3.3,3.8,3.5,76,11.2,78,14.4,78,12.8,78,7.5,77
3490,Multnomah Learning Academy,Multnomah,22565 NE Halsey St,Fairview,OR,97024,,2182,Reynolds SD 7,Multnomah Learning Academy,535,539,3,0.00557,19,0.03525,3,0.00557,19,0.03525,106,0.19666,342,0.63451,47,0.0872,22565 NE Halsey St Fairview OR 97024,-122.4312893,45.5360006,Multnomah,2182,Reynolds SD 7,Multisensory Learning Academy,School,Total Population,Total Population,3.7,3.8,3.7,47,11.7,47,15.9,47,13.1,47,8.3,47
3493,EAGLE CAP Innovative HS,Baker,2725 Seventh St,Baker City,OR,97814,2032,1894,Baker SD 5J,EAGLE CAP Innovative HS,27,19,,0,1,0.05263,,0,,0,2,0.10526,15,0.78947,1,0.05263,2725 Seventh St Baker City OR 97814,-117.8383379,44.7840647,,,,,,,,,,,,,,,,,,,
3503,Riverview School,Linn,1011 Mountain River Dr,Lebanon,OR,97355,8932,2101,Lebanon Community SD 9,Riverview School,404,417,3,0.00719,4,0.00959,1,0.0024,,0,60,0.14388,315,0.7554,34,0.08153,1011 Mountain River Dr Lebanon OR 97355,-122.8905327,44.5261751,Linn,2101,Lebanon Community SD 9,Riverview School,School,Total Population,Total Population,3.5,4,3.7,64,10.7,66,12.3,66,10,66,3.7,66
3504,Pioneer School,Linn,500 N 5th St,Lebanon,OR,97355,2866,2101,Lebanon Community SD 9,Pioneer School,367,377,3,0.00796,,0,,0,,0,31,0.08223,311,0.82493,32,0.08488,500 N 5th St Lebanon OR 97355,-122.9141836,44.5502868,Linn,2101,Lebanon Community SD 9,Pioneer School,School,Total Population,Total Population,3.3,3.6,3.4,56,10.3,52,8.8,52,6.8,52,1.5,52
3505,Sand Ridge Charter School,Linn,30581 Sodaville-Mt Home Rd,Lebanon,OR,97355,9008,2101,Lebanon Community SD 9,Sand Ridge Charter School,318,332,5,0.01506,2,0.00602,2,0.00602,3,0.00904,37,0.11145,269,0.81024,14,0.04217,30581 Sodaville-Mt Home Rd Lebanon OR 97355,-122.8702404,44.4805255,Linn,2101,Lebanon Community SD 9,Sand Ridge Charter School,School,Total Population,Total Population,3.1,3.8,3.3,44,10.7,44,15.5,44,12.9,44,9.2,44
3525,Earl Boyles Elementary,Multnomah,10822 SE Bush,Portland,OR,97266,1734,2187,David Douglas SD 40,Earl Boyles Elementary,452,430,5,0.01163,55,0.12791,9,0.02093,46,0.10698,117,0.27209,158,0.36744,40,0.09302,10822 SE Bush Portland OR 97266,-122.5519525,45.4944237,Multnomah,2187,David Douglas SD 40,Earl Boyles Elementary School,School,Total Population,Total Population,3.9,4.3,4.1,70,11.2,70,16.9,70,15,70,13.3,70
3526,Lee Elementary School,Marion,5650 Venice St SE,Salem,OR,97306,9839,2142,Salem-Keizer SD 24J,Lee Elementary School,303,301,1,0.00332,6,0.01993,4,0.01329,2,0.00664,131,0.43522,137,0.45515,20,0.06645,5650 Venice St SE Salem OR 97306,-123.0034372,44.8741982,Marion,2142,Salem-Keizer SD 24J,Lee Elementary School,School,Total Population,Total Population,2.7,3.3,2.9,50,8.3,47,12.1,47,8.9,47,4.2,47
3528,Optimum Learning Environment Charter School,Marion,7905 June Reid Pl NE,Keizer,OR,97303,2559,2142,Salem-Keizer SD 24J,Optimum Learning Environment Charter School,128,130,1,0.00769,3,0.02308,,0,2,0.01538,10,0.07692,107,0.82308,7,0.05385,7905 June Reid Pl NE Keizer OR 97303,-123.0198241,45.0337363,,,,,,,,,,,,,,,,,,,
3529,Forest Ridge Elementary School,Marion,7905 June Reid Pl NE,Keizer,OR,97303,2559,2142,Salem-Keizer SD 24J,Forest Ridge Elementary School,237,233,3,0.01288,2,0.00858,,0,1,0.00429,45,0.19313,161,0.69099,21,0.09013,7905 June Reid Pl NE Keizer OR 97303,-123.0198241,45.0337363,Marion,2142,Salem-Keizer SD 24J,Forest Ridge Elementary School,School,Total Population,Total Population,3.9,4.2,4,44,11.9,43,16,43,13.3,44,7.2,44
3530,Alder Creek Middle School,Clackamas,13801 SE Webster Rd,Milwaukie,OR,97267,1998,1924,North Clackamas SD 12,Alder Creek Middle School,959,958,11,0.01148,23,0.02401,5,0.00522,15,0.01566,237,0.24739,589,0.61482,78,0.08142,13801 SE Webster Rd Milwaukie OR 97267,-122.5946942,45.4231094,,,,,,,,,,,,,,,,,,,
3536,Imlay Elementary School,Washington,5900 SE Lois St,Hillsboro,OR,97123,7460,2239,Hillsboro SD 1J,Imlay Elementary School,530,519,1,0.00193,53,0.10212,7,0.01349,18,0.03468,105,0.20231,300,0.57803,35,0.06744,5900 SE Lois St Hillsboro OR 97123,-122.9216705,45.5118852,Washington,2239,Hillsboro SD 1J,Imlay Elementary School,School,Total Population,Total Population,3.8,4.3,4,63,13.5,62,13.4,62,11.2,61,8.9,62
3543,Hogan Cedars Elementary School,Multnomah,1770 SE Fleming Ave,Gresham,OR,97080,6397,2183,Gresham-Barlow SD 10J,Hogan Cedars Elementary School,567,556,6,0.01079,16,0.02878,,0,4,0.00719,199,0.35791,291,0.52338,40,0.07194,1770 SE Fleming Ave Gresham OR 97080,-122.4072373,45.4844183,Multnomah,2183,Gresham-Barlow SD 10J,Hogan Cedars Elementary School,School,Total Population,Total Population,3.8,3.9,3.9,93,10.7,95,12.1,95,9.9,95,4,95
3545,Looking Glass Center Point School,Lane,1790 W 11th Ave Ste A,Eugene,OR,97402,3758,2088,Bethel SD 52,Looking Glass Center Point School,3,2,1,0.5,,0,,0,,0,,0,1,0.5,,0,1790 W 11th Ave Ste A Eugene OR 97402,-123.1197798,44.047465,,,,,,,,,,,,,,,,,,,
3553,Center for Advanced Learning,Multnomah,1484 NW Civic Dr,Gresham,OR,97030,,2183,Gresham-Barlow SD 10J,Center for Advanced Learning,,1,,0,,0,,0,,0,,0,1,1,,0,1484 NW Civic Dr Gresham OR 97030,-122.4404374,45.5079849,,,,,,,,,,,,,,,,,,,
3554,Central Medford High School,Jackson,815 S Oakdale Ave,Medford,OR,97501,3531,2048,Medford SD 549C,Central Medford High School,235,179,1,0.00559,2,0.01117,1,0.00559,5,0.02793,62,0.34637,95,0.53073,13,0.07263,815 S Oakdale Ave Medford OR 97501,-122.8725854,42.3162701,,,,,,,,,,,,,,,,,,,
3566,Kalapuya High School,Lane,1200 N Terry St,Eugene,OR,97402,1400,2088,Bethel SD 52,Kalapuya High School,87,99,1,0.0101,1,0.0101,1,0.0101,2,0.0202,18,0.18182,72,0.72727,4,0.0404,1200 N Terry St Eugene OR 97402,-123.1892381,44.0739465,,,,,,,,,,,,,,,,,,,
3567,Prairie Mountain School,Lane,5305 Royal Ave,Eugene,OR,97402,9313,2088,Bethel SD 52,Prairie Mountain School,706,667,5,0.0075,20,0.02999,1,0.0015,13,0.01949,237,0.35532,350,0.52474,41,0.06147,5305 Royal Ave Eugene OR 97402,-123.1902188,44.0722325,Lane,2088,Bethel SD 52,Prairie Mountain School,School,Total Population,Total Population,3.4,3.4,3.4,64,10.5,61,14.4,62,11.3,62,7.4,62
3569,Lewis & Clark Elementary School,Columbia,111 S 9th St,St Helens,OR,97051,1908,1948,St Helens SD 502,Lewis & Clark Elementary School,499,488,1,0.00205,3,0.00615,,0,7,0.01434,68,0.13934,362,0.7418,47,0.09631,111 S 9th St St Helens OR 97051,-122.8076924,45.8622957,Columbia,1948,St Helens SD 502,Lewis & Clark Elementary School,School,Total Population,Total Population,3.3,3.6,3.4,67,10.9,68,12,68,10.1,68,8.6,68
3577,Springwater Trail High School,Multnomah,1440 SE Fleming Ave,Gresham,OR,97080,6398,2183,Gresham-Barlow SD 10J,Springwater Trail High School,192,193,1,0.00518,6,0.03109,,0,3,0.01554,48,0.2487,128,0.66321,7,0.03627,1440 SE Fleming Ave Gresham OR 97080,-122.4073218,45.4863549,,,,,,,,,,,,,,,,,,,
3579,Multi-sensory Instruction Teaching Children Hands-On (MITCH),Washington,19550 SW 90th Court,Tualatin,OR,97062,,2242,Tigard-Tualatin SD 23J,Multi-sensory Instruction Teaching Children Hands-On (MITCH),246,225,,0,15,0.06667,,0,3,0.01333,32,0.14222,158,0.70222,17,0.07556,19550 SW 90th Court Tualatin OR 97062,-122.7705162,45.3784602,Washington,2242,Tigard-Tualatin SD 23J,Multi-sensory Instruction Teaching Children Hands-On (MITCH),School,Total Population,Total Population,3.4,3.5,3.5,49,13.2,49,19,49,16,49,14.3,49
3580,Arthur Academy,Multnomah,13717 SE Division St,Portland,OR,97236,2841,2187,David Douglas SD 40,Arthur Academy,164,164,1,0.0061,23,0.14024,4,0.02439,10,0.06098,22,0.13415,90,0.54878,14,0.08537,13717 SE Division St Portland OR 97236,-122.5221382,45.5042727,Multnomah,2187,David Douglas SD 40,Arthur Academy,School,Total Population,Total Population,3.6,3.4,3.6,27,10.6,27,13.4,27,10.5,27,7.8,27
3582,In Program School,Marion,132 Glynbrook N,Keizer,OR,97307,400,2142,Salem-Keizer SD 24J,In Program School,5,6,,0,1,0.16667,,0,2,0.33333,1,0.16667,2,0.33333,,0,132 Glynbrook N Keizer OR 97307,-123.0269028,44.9780324,,,,,,,,,,,,,,,,,,,
3584,Parry Center SCIP,Multnomah,3415 SE Powell Blvd,Portland,OR,97202,3396,2180,Portland SD 1J,Parry Center SCIP,8,9,1,0.11111,,0,,0,1,0.11111,1,0.11111,4,0.44444,2,0.22222,3415 SE Powell Blvd Portland OR 97202,-122.6283887,45.4978778,,,,,,,,,,,,,,,,,,,
3615,Lighthouse Charter School,Coos,62858 HWY 101,Coos Bay,OR,97420,,1965,Coos Bay SD 9,Lighthouse Charter School,215,212,7,0.03302,6,0.0283,1,0.00472,,0,15,0.07075,175,0.82547,8,0.03774,62858 HWY 101 Coos Bay OR 97420,-124.2005179,43.3532942,Coos,1965,Coos Bay SD 9,Lighthouse Charter School,School,Total Population,Total Population,3.1,3.2,3.2,23,11.9,24,16.6,24,14.2,24,10.9,24
3616,Trillium,Multnomah,5420 N Interstate Ave,Portland,OR,97217,,2180,Portland SD 1J,Trillium,318,204,2,0.0098,3,0.01471,,0,12,0.05882,20,0.09804,154,0.7549,13,0.06373,5420 N Interstate Ave Portland OR 97217,-122.6815877,45.5622025,Multnomah,2180,Portland SD 1J,Trillium,School,Total Population,Total Population,3.2,3.3,3.2,8,,,,,,,,
3624,Brockway Elementary School,Douglas,2520 NW Brockway Rd,Winston,OR,97496,9646,2002,Winston-Dillard SD 116,Brockway Elementary School,343,343,3,0.00875,,0,,0,3,0.00875,28,0.08163,285,0.8309,24,0.06997,2520 NW Brockway Rd Winston OR 97496,-123.4396875,43.123627,Douglas,2002,Winston-Dillard SD 116,Brockway Elementary School,School,Total Population,Total Population,3.2,3.5,3.3,91,11.3,81,13.2,81,10.4,81,4.9,81
3649,Butler Creek Elementary School,Multnomah,2789 SW Butler Rd,Gresham,OR,97080,8477,2185,Centennial SD 28J,Butler Creek Elementary School,556,558,2,0.00358,75,0.13441,8,0.01434,33,0.05914,89,0.1595,313,0.56093,38,0.0681,2789 SW Butler Rd Gresham OR 97080,-122.4586155,45.4727831,Multnomah,2185,Centennial SD 28J,Butler Creek Elementary School,School,Total Population,Total Population,3.6,3.7,3.6,73,11.1,73,13.6,73,10.5,73,6.6,73
3653,Family Solutions - Medford,Jackson,358 S Oakdale Ave,Medford,OR,97501,3131,2025,Southern Oregon ESD,Family Solutions - Medford,8,12,,0,1,0.08333,,0,,0,1,0.08333,9,0.75,1,0.08333,358 S Oakdale Ave Medford OR 97501,-122.8749162,42.3202895,,,,,,,,,,,,,,,,,,,
3662,Oregon Youth Challenge,Deschutes,23861 Dodds Rd,Bend,OR,97701,9684,1976,Bend-LaPine Administrative SD 1,Oregon Youth Challenge,125,141,7,0.04965,,0,1,0.00709,2,0.01418,70,0.49645,61,0.43262,,0,23861 Dodds Rd Bend OR 97701,-121.1312693,44.024946,,,,,,,,,,,,,,,,,,,
3760,Pathways and PRD Program,Lane,2655 Martin Luther King Jr Blvd,Eugene,OR,97401,5899,2088,Bethel SD 52,Pathways Girls Program,10,6,,0,,0,,0,,0,2,0.33333,4,0.66667,,0,2655 Martin Luther King Jr Blvd Eugene OR 97401,-123.0706854,44.0615337,,,,,,,,,,,,,,,,,,,
3913,Boones Ferry Primary School,Clackamas,11495 Wilsonville Rd,Wilsonville,OR,97070,7746,1922,West Linn-Wilsonville SD 3J,Boones Ferry Primary School,560,610,1,0.00164,24,0.03934,7,0.01148,3,0.00492,108,0.17705,418,0.68525,49,0.08033,11495 Wilsonville Rd Wilsonville OR 97070,-122.7934966,45.3001405,Clackamas,1922,West Linn-Wilsonville SD 3J,Boones Ferry Primary School,School,Total Population,Total Population,3.2,3.5,3.3,99,12.1,99,18.2,99,15.5,99,10.6,99
3947,Pine Ridge Elementary,Deschutes,19840 Hollygrape St,Bend,OR,97702,2517,1976,Bend-LaPine Administrative SD 1,Pine Ridge Elementary,518,495,1,0.00202,10,0.0202,,0,2,0.00404,49,0.09899,418,0.84444,15,0.0303,19840 Hollygrape St Bend OR 97702,-121.3315688,44.0234332,Deschutes,1976,Bend-LaPine Administrative SD 1,Pine Ridge Elementary School,School,Total Population,Total Population,3.5,3.7,3.6,87,12.8,87,19.6,87,17.1,87,14.8,87
3950,Albany Options School,Linn,701 19th Avenue SE,Albany,OR,97322,,2100,Greater Albany Public SD 8J,Albany Options School,168,151,1,0.00662,2,0.01325,1,0.00662,1,0.00662,38,0.25166,100,0.66225,8,0.05298,701 19th Avenue SE Albany OR 97322,-123.0667678,44.6243772,,,,,,,,,,,,,,,,,,,
3986,Fern Hill Elementary School,Washington,4445 Heather St,Forest Grove,OR,97116,1440,2241,Forest Grove SD 15,Fern Hill Elementary School,377,256,,0,4,0.01563,2,0.00781,,0,187,0.73047,60,0.23438,3,0.01172,4445 Heather St Forest Grove OR 97116,-123.0717142,45.5145602,Washington,2241,Forest Grove SD 15,Fern Hill Elementary School,School,Total Population,Total Population,3.5,3.8,3.6,43,9.1,42,7.8,42,5.3,42,3.2,42
3989,Salish Ponds Elementary School,Multnomah,1210 NE 201st Ave,Fairview,OR,97024,9642,2182,Reynolds SD 7,Salish Ponds Elementary School,462,441,1,0.00227,19,0.04308,20,0.04535,19,0.04308,238,0.53968,109,0.24717,35,0.07937,1210 NE 201st Ave Fairview OR 97024,-122.4525478,45.5283975,Multnomah,2182,Reynolds SD 7,Salish Ponds Elementary School,School,Total Population,Total Population,3.7,3.9,3.7,65,8.9,63,8.1,62,6.1,62,3.5,62
3991,Emerson School,Multnomah,105 NW Park Ave,Portland,OR,97209,3315,2180,Portland SD 1J,Emerson School,142,140,,0,3,0.02143,,0,3,0.02143,11,0.07857,89,0.63571,34,0.24286,105 NW Park Ave Portland OR 97209,-122.6794368,45.5239111,Multnomah,2180,Portland SD 1J,Emerson School,School,Total Population,Total Population,3,3,3,23,13.3,22,18.6,22,14.3,22,10.5,22
4004,New Urban High School,Clackamas,1901 SE Oak Grove Blvd,Milwaukie,OR,97267,2621,1924,North Clackamas SD 12,New Urban High School,157,144,3,0.02083,,0,,0,1,0.00694,28,0.19444,100,0.69444,12,0.08333,1901 SE Oak Grove Blvd Milwaukie OR 97267,-122.6433056,45.4171884,,,,,,,,,,,,,,,,,,,
4005,El Puente,Clackamas,11250 SE 27th Ave,Milwaukie,OR,97222,7797,1924,North Clackamas SD 12,El Puente,285,297,,0,1,0.00337,,0,4,0.01347,192,0.64646,86,0.28956,14,0.04714,11250 SE 27th Ave Milwaukie OR 97222,-122.6341127,45.4417006,Clackamas,1924,North Clackamas SD 12,El Puente,School,Total Population,Total Population,3.8,3.8,3.8,49,11.9,50,15,50,12.8,50,9.1,50
4018,Liberty High School,Washington,7445 NE Wagon Dr,Hillsboro,OR,97124,8633,2239,Hillsboro SD 1J,Liberty High School,1534,1539,15,0.00975,101,0.06563,15,0.00975,38,0.02469,517,0.33593,761,0.49448,92,0.05978,7445 NE Wagon Dr Hillsboro OR 97124,-122.9016375,45.5625974,,,,,,,,,,,,,,,,,,,
4020,Eagle Rock Elementary School,Jackson,1280 Barton Rd,Eagle Point,OR,97524,4407,2043,Eagle Point SD 9,Eagle Rock Elementary School,331,326,3,0.0092,2,0.00613,,0,2,0.00613,36,0.11043,266,0.81595,17,0.05215,1280 Barton Rd Eagle Point OR 97524,-122.799679,42.484012,Jackson,2043,Eagle Point SD 9,Eagle Rock Elementary School,School,Total Population,Total Population,3.2,3.4,3.3,46,12,48,13.9,49,11.2,49,6.7,49
4021,White Mountain Middle School,Jackson,550 Wilson Way,White City,OR,97503,,2043,Eagle Point SD 9,White Mountain Middle School,356,333,,0,,0,,0,,0,194,0.58258,128,0.38438,11,0.03303,550 Wilson Way White City OR 97503,-122.8290812,42.4380488,,,,,,,,,,,,,,,,,,,
4024,Samuel Brown Academy,Marion,300 E Douglas Ave,Gervais,OR,97026,,2137,Gervais SD 1,Samuel Brown Academy,36,28,,0,,0,,0,,0,19,0.67857,9,0.32143,,0,300 E Douglas Ave Gervais OR 97026,-122.8953406,45.1031815,,,,,,,,,,,,,,,,,,,
4025,Coquille Valley Elementary,Coos,1115 N Baxter St,Coquille,OR,97423,1324,1964,Coquille SD 8,Coquille Valley Elementary,412,384,7,0.01823,1,0.0026,,0,1,0.0026,45,0.11719,278,0.72396,52,0.13542,1115 N Baxter St Coquille OR 97423,-124.1871637,43.1847043,,,,,,,,,,,,,,,,,,,
4038,Siletz Valley Schools,Lincoln,245 James Frank Ave NW,Siletz,OR,97380,0,2097,Lincoln County SD,Siletz Valley Schools,120,124,41,0.33065,,0,1,0.00806,,0,14,0.1129,38,0.30645,30,0.24194,245 James Frank Ave NW Siletz OR 97380,-123.9223038,44.7239244,Lincoln,2097,Lincoln County SD,Siletz Valley Schools,School,Total Population,Total Population,4.3,4.1,4.2,10,13.9,10,13.8,10,12.2,10,4.3,10
4040,Four Rivers Community School,Malheur,2449 SW 4th Ave,Ontario,OR,97914,1829,2336,Oregon Department of Education,Four Rivers Community School,305,320,3,0.00938,,0,,0,1,0.00313,262,0.81875,54,0.16875,,0,2449 SW 4th Ave Ontario OR 97914,-116.9987622,44.025799,Marion,2336,Oregon Department of Education,Four Rivers Community School,School,Total Population,Total Population,4.1,4.3,4.2,26,9.4,26,14.3,26,11.8,26,10.3,26
4041,Network Charter School,Lane,2550 Portland St,Eugene,OR,97405,3127,2082,Eugene SD 4J,Network Charter School,122,117,2,0.01709,1,0.00855,,0,1,0.00855,12,0.10256,90,0.76923,11,0.09402,2550 Portland St Eugene OR 97405,-123.0925933,44.0306503,,,,,,,,,,,,,,,,,,,
4045,West Lane Technology Learning Center,Lane,24967 Highway 126,Veneta,OR,97487,9459,2084,Fern Ridge SD 28J,West Lane Technology Learning Center,83,73,3,0.0411,,0,,0,2,0.0274,4,0.05479,63,0.86301,1,0.0137,24967 Highway 126 Veneta OR 97487,-123.3552016,44.0549235,,,,,,,,,,,,,,,,,,,
4047,Windy River Elementary School,Morrow,500 Tatone St,Boardman,OR,97818,8057,2147,Morrow SD 1,Windy River Elementary School,250,289,,0,1,0.00346,,0,,0,235,0.81315,50,0.17301,3,0.01038,500 Tatone St Boardman OR 97818,-119.7041134,45.8270249,,,,,,,,,,,,,,,,,,,
4048,Irrigon Elementary School,Morrow,490 SE Wyoming,Irrigon,OR,97844,7222,2147,Morrow SD 1,Irrigon Elementary School,217,217,,0,,0,,0,,0,113,0.52074,98,0.45161,6,0.02765,490 SE Wyoming Irrigon OR 97844,-119.4962431,45.8861427,,,,,,,,,,,,,,,,,,,
4058,Willamette Leadership Academy,Lane,380 Q St Ste 13,Springfield,OR,97477,2120,2083,Springfield SD 19,Willamette Leadership Academy,317,266,5,0.0188,,0,2,0.00752,3,0.01128,33,0.12406,204,0.76692,19,0.07143,380 Q St Ste 13 Springfield OR 97477,-123.0208026,44.0628207,,,,,,,,,,,,,,,,,,,
4068,Harritt Elementary School,Polk,2112 Linwood St NW,Salem,OR,97304,2134,2142,Salem-Keizer SD 24J,Harritt Elementary School,507,514,2,0.00389,1,0.00195,7,0.01362,3,0.00584,226,0.43969,237,0.46109,38,0.07393,2112 Linwood St NW Salem OR 97304,-123.0632918,44.9644302,Marion,2142,Salem-Keizer SD 24J,Harritt Elementary School,School,Total Population,Total Population,3.3,3.4,3.3,91,10.2,88,11.2,88,8.9,88,3.7,88
4079,Resource Link Charter School,Coos,755 S 7th St,Coos Bay,OR,97420,,1965,Coos Bay SD 9,Resource Link Charter School,74,78,4,0.05128,,0,,0,2,0.02564,9,0.11538,58,0.74359,5,0.0641,755 S 7th St Coos Bay OR 97420,-124.2209345,43.3613942,Coos,1965,Coos Bay SD 9,Resource Link Charter School,School,Total Population,Total Population,,,,,,,,,,,,
4116,Hawthorne Middle/High School,Umatilla,1700 NW 15th Dr,Pendleton,OR,97801,1163,2207,Pendleton SD 16,Hawthorne Middle/High School,46,57,7,0.12281,,0,,0,1,0.01754,15,0.26316,29,0.50876999999999994,5,0.08772,1700 NW 15th Dr Pendleton OR 97801,-118.8061418,45.6772741,,,,,,,,,,,,,,,,,,,
4129,Ensworth Elementary School,Deschutes,2150 NE Daggett Ln,Bend,OR,97701,6560,1976,Bend-LaPine Administrative SD 1,Ensworth Elementary School,211,208,3,0.01442,,0,,0,1,0.00481,35,0.16827,163,0.78365,6,0.02885,2150 NE Daggett Ln Bend OR 97701,-121.2753664,44.0717734,Deschutes,1976,Bend-LaPine Administrative SD 1,Ensworth Elementary School,School,Total Population,Total Population,3.3,3.4,3.3,39,10.8,38,13,38,10.5,38,4.9,38
4131,North Wasco County SD 21,Wasco,3632 W 10th St,The Dalles,OR,97058,4397,4131,North Wasco County SD 21,North Wasco County SD 21,,24,2,0.08333,,0,,0,,0,8,0.33333,13,0.54167,1,0.04167,3632 W 10th St The Dalles OR 97058,-121.2310933,45.6272788,,,,,,,,,,,,,,,,,,,
4146,Cesar Chavez Elementary School,Lane,1510 W 14th Ave,Eugene,OR,97402,3896,2082,Eugene SD 4J,Cesar Chavez Elementary School,431,415,4,0.00964,3,0.00723,8,0.01928,11,0.02651,134,0.32289,221,0.53253,34,0.08193,1510 W 14th Ave Eugene OR 97402,-123.1154534,44.0429341,Lane,2082,Eugene SD 4J,Cesar Chavez Elementary School,School,Total Population,Total Population,2.9,3.1,3,71,10.9,66,13.9,68,11.6,67,6.2,67
4157,Holt Elementary School,Lane,770 Calvin St,Eugene,OR,97401,5399,2082,Eugene SD 4J,Holt Elementary School,585,558,7,0.01254,13,0.0233,5,0.00896,13,0.0233,83,0.14875,382,0.68459,55,0.09857,770 Calvin St Eugene OR 97401,-123.0547414,44.071291,Lane,2082,Eugene SD 4J,Holt Elementary School,School,Total Population,Total Population,3.6,3.9,3.7,91,11.1,91,14.5,91,12,91,6.8,91
4202,Nixyaawii Community School,Umatilla,73300 July Grounds Ln,Pendleton,OR,97801,,2207,Pendleton SD 16,Nixyaawii Community School,80,78,61,0.78205,,0,,0,,0,5,0.0641,3,0.03846,9,0.11538,73300 July Grounds Ln Pendleton OR 97801,-118.6638217,45.6653276,,,,,,,,,,,,,,,,,,,
4203,Doernbecher Childrens Hospital (educational program),Multnomah,3181 SW Sam Jackson Park Rd,Portland,OR,97201,3098,2148,Multnomah ESD,Doernbecher Childrens Hospital (educational program),15,7,,0,,0,,0,1,0.14286,2,0.28571,4,0.57143,,0,3181 SW Sam Jackson Park Rd Portland OR 97201,-122.6867232,45.4992017,,,,,,,,,,,,,,,,,,,
